code;type;discipline;class;result;wind;venue;venueCountry;environment;date;name;firstname;lastname;nation;yearOfBirth;sex
WL;;300;W;35.52;;McArthur Stadium;RSA;Outdoor;2024-01-30;;Natalia;Kaczmarek;POL;1998.0;Female
WL;;600;M;1:14.03;;Convention Center;USA;Indoor;2024-02-09;;Brandon;Miller;USA;2003.0;Male
WL;;10H;W;12.93;0.5;Queensland Sport and Athletics Centre;AUS;Outdoor;2024-03-17;;Liz;Clay;AUS;1995.0;Female
WL;;1K0;W;2:34.09;;Dempsey Indoor;USA;Indoor;2024-01-26;;Nikki;Hiltz;USA;1994.0;Female
WL;;60H;M;7.27;;Convention Center;USA;Indoor;2024-02-16;;Grant;Holloway;USA;1997.0;Male
WL;;MEI;M;3:47.83;;Armory Track&Field Center;USA;Indoor;2024-02-11;;Yared;Nuguse;USA;1999.0;Male
WL;;40H;M;48.68;;McArthur Stadium;RSA;Outdoor;2024-03-14;;Ismail;Doudai Abakar;QAT;2004.0;Male
WL;;40H;W;55.37;;AIS Athletics Track;AUS;Outdoor;2024-03-02;;Sarah;Carli;AUS;1994.0;Female
WL;;2K0;W;5:57.76;;Hala COS OPO;POL;Indoor;2024-01-28;;Julia;Jaguścik;POL;2003.0;Female
WL;;100;W;11.1;1.6;AIS Athletics Track;AUS;Outdoor;2024-01-27;;Torrie;Lewis;AUS;2005.0;Female
WL;;4×2;M;1:25.40;;Quarterback Immobilien Arena;GER;Indoor;2024-02-18;;;;GER;;Male
WL;;800;W;1:57.73;;University of Ghana Sports Stadium;GHA;Outdoor;2024-03-19;;Tsige;Duguma;ETH;2001.0;Female
WL;;DIS;W;66.6;;Estádio Dr. Magalhães Pessoa;POR;Outdoor;2024-03-10;;Irina;Rodrigues;POR;1991.0;Female
WL;;STA;M;6.05;;Glasgow Arena;GBR;Indoor;2024-03-03;;Armand;Duplantis;SWE;1999.0;Male
WL;;200;M;20.17;1.9;National Stadium;JAM;Outdoor;2024-03-16;;Oblique;Seville;JAM;2001.0;Male
WL;;DIS;M;67.83;;GC Foster College;JAM;Outdoor;2024-03-09;;Traves;Smikle;JAM;1992.0;Male
WL;;WEI;M;8.4;;The Track at New Balance;USA;Indoor;2024-03-08;;Wayne;Pinnock;JAM;2000.0;Male
WL;;10G;W;43:14.78;;AIS Athletics Track;AUS;Outdoor;2024-01-27;;Jemima;Montag;AUS;1998.0;Female
WL;;50M;M;5.71;;Field House;CAN;Indoor;2024-01-26;;Usheoritse;Itsekiri;NGR;1998.0;Male
WL;;KUG;W;20.31;;Omnisport;NED;Indoor;2024-02-17;;Jessica;Schilder;NED;1999.0;Female
WL;;3K0;W;8:17.11;;Arena Stade Couvert;FRA;Indoor;2024-02-10;;Gudaf;Tsegay;ETH;1997.0;Female
WL;;4×1;W;43.45;;UCF Soccer and Track Complex;USA;Outdoor;2024-03-16;;;;INT;;Female
WL;;STA;W;4.86;;Complexe Kindarena;FRA;Indoor;2024-02-24;;Molly;Caudery;GBR;2000.0;Female
WL;;10K;M;26:52.04;;JSerra Catholic HS;USA;Outdoor;2024-03-16;;Grant;Fisher;USA;1997.0;Male
WL;;SPE;W;63.9;;Pista La Salobreja;ESP;Outdoor;2024-02-24;;Yulenmis;Aguilar;CUB;1996.0;Female
WL;;HAM;M;80.11;;Regional Sport Complex;BLR;Outdoor;2024-02-21;;Aliaksandr;Shymanovich;BLR;1998.0;Male
WL;;50H;M;6.99;;Velesajam Hall;CRO;Indoor;2024-02-03;;Lukas;Cik;CRO;2002.0;Male
WL;;DRE;W;15.01;;Glasgow Arena;GBR;Indoor;2024-03-03;;Thea;Lafond;DMA;1994.0;Female
WL;;10K;W;29:48.34;;JSerra Catholic HS;USA;Outdoor;2024-03-16;;Tsigie;Gebreselama;ETH;2000.0;Female
WL;;50H;W;7.04;;GSG9-Halle;AUT;Indoor;2024-01-16;;Karin;Strametz;AUT;1998.0;Female
WL;;4×4;W;3:25.07;;Glasgow Arena;GBR;Indoor;2024-03-03;;;;NED;;Female
WL;;1K5;M;3:33.30;;The Crest Athletics Centre;AUS;Outdoor;2024-02-22;;Cameron;Myers;AUS;2006;Male
WL;;60M;M;6.41;;Glasgow Arena;GBR;Indoor;2024-03-01;;Christian;Coleman;USA;1996.0;Male
WL;;HOC;W;2.04;;Lausitz-Arena;GER;Indoor;2024-01-31;;Yaroslava;Mahuchikh;UKR;2001.0;Female
WL;;600;W;1:24.32;;Convention Center;USA;Indoor;2024-02-09;;Nia;Akins;USA;1998.0;Female
WL;;4×4;X;3:21.26;;Lakeside Stadium;AUS;Outdoor;2024-02-15;;;;AUS;;Mixed
WL;;1K5;W;3:55.28;;Arena;POL;Indoor;2024-02-06;;Freweyni;Hailu;ETH;2001.0;Female
WL;;2KH;M;5:35.30;;UCF Soccer and Track Complex;USA;Outdoor;2024-03-15;;Patrick;Thygesen;AUS;2002.0;Male
WL;;5G;M;18:25.15;;Palaindoor Ancona;ITA;Indoor;2024-02-17;;Francesco;Fortunato;ITA;1994.0;Male
WL;;WEI;W;7.18;;Convention Center;USA;Indoor;2024-02-16;;Tara;Davis-Woodhall;USA;1999.0;Female
WL;;KUG;M;22.8;;Convention Center;USA;Indoor;2024-02-17;;Ryan;Crouser;USA;1992.0;Male
WL;;400;W;49.17;;Glasgow Arena;GBR;Indoor;2024-03-02;;Femke;Bol;NED;2000.0;Female
WL;;10G;M;38:25.42;;AIS Athletics Track;AUS;Outdoor;2024-01-28;;Evan;Dunfee;CAN;1990.0;Male
WL;;11H;M;13.3;0.0;Centro de Atletismo Professor Oswaldo Terra;BRA;Outdoor;2024-03-16;;Eduardo;Rodrigues;BRA;1995.0;Male
WL;;1K0;M;2:13.97;;McArthur Stadium;RSA;Outdoor;2024-03-05;;Djamel;Sedjati;ALG;1999.0;Male
WL;;60H;W;7.65;;Glasgow Arena;GBR;Indoor;2024-03-03;;Devynne;Charlton;BAH;1995.0;Female
WL;;HOC;M;2.36;;Glasgow Arena;GBR;Indoor;2024-03-03;;Hamish;Kerr;NZL;1996.0;Male
WL;;200;W;22.16;;Convention Center;USA;Indoor;2024-02-02;;Julien;Alfred;LCA;2001.0;Female
WL;;3G;M;10:44.00;;Hartwig-Gauder-Halle;GER;Indoor;2024-02-02;;Christopher;Linke;GER;1988.0;Male
WL;;5K0;W;14:42.94;;Boston Univ. Track & Tennis Center;USA;Indoor;2024-01-27;;Senayet;Getachew;ETH;2005.0;Female
WL;;800;M;1:43.94;;Bestmed Tuks Stadium;RSA;Outdoor;2024-03-18;;Kethobogile;Haingura;BOT;1998.0;Male
