result,nation,venue,venueCountry,date,name,yearOfBirth,sex,discipline,type,environment
9:13.35,NOR,Sandnes,NOR,2017-08-26,Karoline Bjerkeli Grøvdal,1990,Female,3000S,NR,Outdoor
9:32.54,NZL,Heusden,BEL,2006-07-22,Kate McIlroy,1981,Female,3000S,NR,Outdoor
9:47.16,PAN,New York,USA,2015-06-13,Rolanda Bell,1987,Female,3000S,NR,Outdoor
10:39.2,PAR,Asunción,PAR,2013-07-27,María Caballero,1987,Female,3000S,NR,Outdoor
9:52.32,PER,Santa Marta,BOL,2017-11-23,Zulema Arenas,1995,Female,3000S,NR,Outdoor
10:22.49,PHI,Stanford,USA,2016-05-01,Jessica Barnard,1990,Female,3000S,NR,Outdoor
11:51.13,PLW,Troy,USA,2014-05-04,Christina Wicker,1996,Female,3000S,NR,Outdoor
11:10.48,PNG,Cairns,AUS,2015-05-10,Rama Kumilgo,1998,Female,3000S,NR,Outdoor
9:17.15,POL,Athína,GRE,2006-07-03,Wioletta Frankiewicz,1977,Female,3000S,NR,Outdoor
9:18.54,POR,Huelva,ESP,2010-06-09,Jessica Augusto,1981,Female,3000S,NR,Outdoor
10:04.4,PRK,Pyongyang,PRK,2019-04-15,Ju Ok Byol,1997,Female,3000S,NR,Outdoor
9:39.33,PUR,Sotteville-lès-Rouen,FRA,2012-07-10,Beverly Ramos,1987,Female,3000S,NR,Outdoor
9:16.85,ROU,Beijing,CHN,2008-08-17,Cristina Casandra,1977,Female,3000S,NR,Outdoor
9:54.19,RSA,Oordegem,BEL,2011-06-04,Tebogo Masehla,1979,Female,3000S,NR,Outdoor
8:58.81,RUS,Beijing,CHN,2008-08-17,Gulnara Galkina,1978,Female,3000S,NR,Outdoor
11:06.74,SEN,Reims,FRA,2003-07-20,Ramata Thiam,,Female,3000S,NR,Outdoor
11:14.70,SGP,Sydney,AUS,2020-03-08,Cheryl Chan Xue Rou,1995,Female,3000S,NR,Outdoor
9:06.37,SLO,Budapest,HUN,2023-08-27,Maruša Mišmaš-Zrimsek,1994,Female,3000S,NR,Outdoor
15:10.98,SMR,Chorzów,POL,2023-06-22,Anna Viserbi,2007,Female,3000S,NR,Outdoor
11:27.42,SOL,Cairns,AUS,2015-10-05,Sharon Firisua,1993,Female,3000S,NR,Outdoor
10:02.24,SRB,Debrecen,HUN,2007-07-13,Biljana Jović,1985,Female,3000S,NR,Outdoor
9:40.24,SRI,Diyagama,SRI,2022-04-09,U.K. Nilani Rathnayake,1990,Female,3000S,NR,Outdoor
10:42.48,STP,Lisboa,POR,2008-05-31,Celma Bonfim Soares,,Female,3000S,NR,Outdoor
9:47.41,SUD,Barcelona,ESP,2008-07-19,Durka Mana Kalameya,1988,Female,3000S,NR,Outdoor
9:20.28,SUI,Paris,FRA,2022-06-18,Chiara Scherrer,1996,Female,3000S,NR,Outdoor
11:44.33,SUR,Utrecht,NED,2006-05-26,Letitia Vriesde,1964,Female,3000S,NR,Outdoor
10:34.02,SVK,Louisville,USA,2004-05-29,Kristína Protičová,1979,Female,3000S,NR,Outdoor
9:23.96,SWE,Glasgow,GBR,2014-07-12,Charlotta Fougberg,1985,Female,3000S,NR,Outdoor
11:17.79,SYR,Palembang,INA,2013-09-26,Fatima Ghassan Rayya,1997,Female,3000S,NR,Outdoor
13:31.01,TAN,Cape Girardeau,USA,2006-05-06,Rahab Kagaruki,,Female,3000S,NR,Outdoor
11:15.94,THA,Khon Kaen,THA,2012-03-07,Sonthiya Saiweaw,1986,Female,3000S,NR,Outdoor
11:26.68,TJK,Ho Chi Minh,VIE,2016-06-05,Mekhrangez Nazarova,1997,Female,3000S,NR,Outdoor
12:02.26,TKS,Pittsburgh,USA,2021-05-09,Rebecca Bernadin,,Female,3000S,NR,Outdoor
11:15.27,TLS,Jakarta,INA,2018-08-27,Rubia Fatima Martins,2000,Female,3000S,NR,Outdoor
10:33.02,TPE,Taoyuan,TPE,2019-10-22,Chen Chao-Chun,1992,Female,3000S,NR,Outdoor
10:57.0,TTO,Cedar Falls,USA,2011-05-14,Scarla Nero,1990,Female,3000S,NR,Outdoor
9:05.36,TUN,Bruxelles,BEL,2015-09-11,Habiba Ghribi,1984,Female,3000S,NR,Outdoor
9:13.53,TUR,Sofia,BUL,2012-06-09,Gülcan Mıngır,1989,Female,3000S,NR,Outdoor
10:48.06,UAE,Al-Ain,UAE,2011-10-28,Halima Salem Ali,,Female,3000S,NR,Outdoor
9:01.45,UGA,Tokyo,JPN,2021-08-04,Peruth Chemutai,1999,Female,3000S,NR,Outdoor
9:24.54,UKR,Stockholm,SWE,2022-06-30,Nataliya Strebkova,1995,Female,3000S,NR,Outdoor
10:37.12,URU,Montevideo,URU,2019-03-23,María Pía Fernández,1995,Female,3000S,NR,Outdoor
8:57.77,USA,Eugene,USA,2021-08-21,Courtney Frerichs,1993,Female,3000S,NR,Outdoor
10:22.41,UZB,Yecheon,KOR,2023-06-06,Dilshoda Usmanova,2003,Female,3000S,NR,Outdoor
12:03.71,VAN,CHN,CHN,2017-08-30,Marie Rose Nakou,,Female,3000S,NR,Outdoor
10:21.93,VEN,Palencia,ESP,2016-07-09,Joselyn Daniely Brea,1994,Female,3000S,NR,Outdoor
9:43.83,VIE,Jakarta,INA,2018-08-27,Nguyen Thi Oanh,1995,Female,3000S,NR,Outdoor
9:52.98,ZIM,Sacramento,USA,2003-06-13,Letiwe Marakurwa,1978,Female,3000S,NR,Outdoor
